learning_rate,depth,subsample,iterations,l2_leaf_reg,CV-10-train-RMSE,CV-10-train-R2,CV-10-validation-RMSE,CV-10-validation-R2,test-RMSE,test-R2
0.1,8,0.9,400,3,0.190351895,0.999794563,5.876777796,0.762829364,2.813863748,0.935325976
0.3,8,0.6,200,1,0.07928428,0.999944862,6.225112038,0.739494184,2.814388776,0.935301839
0.3,7,0.7,100,1,0.170160912,0.99983205,6.355236849,0.736761187,2.814411109,0.935300812
0.2,8,0.9,400,10,0.341702901,0.999339233,6.017757352,0.749835367,2.814671739,0.935288828
0.3,6,0.9,200,5,0.370412526,0.999210377,5.721591003,0.77974215,2.814806124,0.935282649
0.2,6,0.9,400,10,0.564323581,0.998182187,5.994225401,0.759582749,2.815147644,0.935266944
0.3,8,0.6,300,1,0.077184805,0.999944982,6.225045023,0.739499447,2.815421985,0.935254327
0.3,8,0.6,400,1,0.077041715,0.999944983,6.22504928,0.739499882,2.815475633,0.935251859
0.2,8,0.6,200,10,0.94397609,0.994894118,6.03509629,0.75692525,2.816411331,0.935208815
0.3,6,0.9,400,5,0.104259693,0.999930341,5.704753279,0.780832176,2.816634902,0.935198528
0.1,8,0.9,300,3,0.373872226,0.999211976,5.899451788,0.761734441,2.818390259,0.935117733
0.1,8,0.6,100,1,1.20930615,0.991707406,5.979999677,0.765354468,2.819495329,0.935066843
0.3,7,0.7,400,1,0.077108346,0.999944983,6.360844881,0.736338281,2.820370708,0.935026517
0.3,7,0.7,200,1,0.082480217,0.999944352,6.359785638,0.736398454,2.820437656,0.935023432
0.3,7,0.7,300,1,0.077597025,0.999944977,6.360769036,0.736344241,2.820526462,0.935019341
0.1,6,0.9,300,5,1.113063391,0.992980564,5.967403662,0.758783359,2.820756153,0.935008757
0.3,6,0.9,300,5,0.160231282,0.999852659,5.709263957,0.780479828,2.821465326,0.934976073
0.3,7,0.7,100,3,0.495128423,0.998617639,5.98719799,0.763051517,2.823274851,0.934892641
0.3,3,0.9,200,5,1.445861681,0.988194703,6.171014895,0.74617401,2.823384267,0.934887595
0.4,8,0.6,100,3,0.212144927,0.999742474,5.976904509,0.749694578,2.826200933,0.934757615
0.1,5,0.9,400,1,0.248191189,0.999633894,5.899734916,0.769419592,2.826258797,0.934754943
0.2,8,0.7,300,10,0.506239423,0.998547017,5.995501251,0.75436235,2.826763309,0.934731648
0.4,7,0.7,200,3,0.10126432,0.999934763,5.984060087,0.760864385,2.828878539,0.934633932
0.1,6,0.9,300,3,0.649148652,0.997619644,6.051099825,0.751977477,2.829581069,0.934601462
0.2,3,0.6,300,5,1.484754778,0.98748616,6.065768861,0.751534452,2.829895888,0.934586909
0.2,5,0.6,200,3,0.722794881,0.997006318,5.897827363,0.77143918,2.830522729,0.934557927
0.2,8,0.7,100,1,0.281714265,0.999548598,6.164582123,0.748339715,2.832835774,0.934450927
0.1,7,0.8,100,1,1.380268368,0.989172444,6.082465172,0.754887861,2.833822707,0.934405246
0.1,7,0.7,400,5,0.554457238,0.998252826,6.027422676,0.757348923,2.833863927,0.934403338
0.1,5,0.9,300,1,0.423294943,0.998957908,5.895486094,0.769679468,2.834701521,0.934364555
0.1,5,0.9,400,5,0.976302882,0.994608368,6.040521934,0.757427316,2.835402698,0.934332081
0.3,3,0.7,300,10,1.457348123,0.987949907,6.130849291,0.750402901,2.835646212,0.934320801
0.4,7,0.8,200,10,0.428641957,0.998954445,6.063663386,0.750914496,2.836478116,0.934282258
0.3,3,0.6,400,1,0.464858128,0.998710903,5.661297748,0.78633404,2.83687202,0.934264004
0.4,7,0.7,300,3,0.081683716,0.999944566,5.982164631,0.760938777,2.837289993,0.934244632
